week_ending_date,location,location_name,infected
2022-09-17,01,Alabama,22.0
2022-02-26,01,Alabama,10.0
2022-02-19,01,Alabama,21.0
2022-02-12,01,Alabama,9.0
2022-02-05,01,Alabama,5.0
2022-01-29,01,Alabama,41.0
2022-01-22,01,Alabama,18.0
2022-01-15,01,Alabama,17.0
2022-01-08,01,Alabama,34.0
2022-01-01,01,Alabama,70.0
2021-12-25,01,Alabama,17.0
2021-12-18,01,Alabama,23.0
2022-03-05,01,Alabama,26.0
2021-12-11,01,Alabama,17.0
2021-11-27,01,Alabama,10.0
2021-11-20,01,Alabama,16.0
2021-11-13,01,Alabama,15.0
2021-11-06,01,Alabama,9.0
2021-10-30,01,Alabama,12.0
2021-10-23,01,Alabama,6.0
2021-10-16,01,Alabama,5.0
2021-10-09,01,Alabama,13.0
2021-10-02,01,Alabama,7.0
2021-09-25,01,Alabama,15.0
2021-09-18,01,Alabama,30.0
2021-12-04,01,Alabama,23.0
2021-09-11,01,Alabama,30.0
2022-03-12,01,Alabama,35.0
2022-03-26,01,Alabama,17.0
2022-09-10,01,Alabama,12.0
2022-09-03,01,Alabama,13.0
2022-08-27,01,Alabama,10.0
2022-08-20,01,Alabama,5.0
2022-08-13,01,Alabama,8.0
2022-08-06,01,Alabama,9.0
2022-07-30,01,Alabama,9.0
2022-07-23,01,Alabama,5.0
2022-07-16,01,Alabama,33.0
2022-07-09,01,Alabama,15.0
2022-07-02,01,Alabama,8.0
2022-03-19,01,Alabama,23.0
2022-06-25,01,Alabama,7.0
2022-06-11,01,Alabama,15.0
2022-06-04,01,Alabama,13.0
2022-05-28,01,Alabama,13.0
2022-05-21,01,Alabama,15.0
2022-05-14,01,Alabama,12.0
2022-05-07,01,Alabama,19.0
2022-04-30,01,Alabama,9.0
2022-04-23,01,Alabama,25.0
2022-04-16,01,Alabama,11.0
2022-04-09,01,Alabama,23.0
2022-04-02,01,Alabama,25.0
2022-06-18,01,Alabama,15.0
2022-09-24,01,Alabama,20.0
2021-09-04,01,Alabama,47.0
2021-08-21,01,Alabama,30.0
2021-01-30,01,Alabama,46.0
2021-01-23,01,Alabama,22.0
2021-01-16,01,Alabama,42.0
2021-01-09,01,Alabama,33.0
2021-01-02,01,Alabama,20.0
2020-12-26,01,Alabama,19.0
2020-12-19,01,Alabama,35.0
2020-12-12,01,Alabama,6.0
2020-12-05,01,Alabama,12.0
2020-11-28,01,Alabama,17.0
2020-11-21,01,Alabama,11.0
2021-02-06,01,Alabama,37.0
2020-11-14,01,Alabama,25.0
2020-10-31,01,Alabama,18.0
2020-10-24,01,Alabama,3.0
2020-10-17,01,Alabama,1.0
2020-10-10,01,Alabama,1.0
2020-10-03,01,Alabama,1.0
2020-09-26,01,Alabama,1.0
2020-09-19,01,Alabama,1.0
2020-09-12,01,Alabama,1.0
2020-09-05,01,Alabama,1.0
2020-08-29,01,Alabama,1.0
2020-08-22,01,Alabama,1.0
2020-11-07,01,Alabama,21.0
2021-08-28,01,Alabama,41.0
2021-02-13,01,Alabama,33.0
2021-02-27,01,Alabama,31.0
2021-08-14,01,Alabama,22.0
2021-08-07,01,Alabama,29.0
2021-07-31,01,Alabama,45.0
2021-07-24,01,Alabama,14.0
2021-07-17,01,Alabama,18.0
2021-07-10,01,Alabama,7.0
2021-07-03,01,Alabama,17.0
2021-06-26,01,Alabama,7.0
2021-06-19,01,Alabama,8.0
2021-06-12,01,Alabama,22.0
2021-06-05,01,Alabama,18.0
2021-02-20,01,Alabama,29.0
2021-05-29,01,Alabama,15.0
2021-05-15,01,Alabama,19.0
2021-05-08,01,Alabama,14.0
2021-05-01,01,Alabama,20.0
2021-04-24,01,Alabama,32.0
2021-04-17,01,Alabama,11.0
2021-04-10,01,Alabama,13.0
2021-04-03,01,Alabama,11.0
2021-03-27,01,Alabama,18.0
2021-03-20,01,Alabama,28.0
2021-03-13,01,Alabama,23.0
2021-03-06,01,Alabama,29.0
2021-05-22,01,Alabama,16.0
2022-10-01,01,Alabama,28.0
2022-10-08,01,Alabama,42.0
2022-10-15,01,Alabama,87.0
2024-11-09,01,Alabama,32.0
2024-11-02,01,Alabama,13.0
2024-04-20,01,Alabama,17.0
2024-04-13,01,Alabama,19.0
2024-04-06,01,Alabama,39.0
2024-03-30,01,Alabama,60.0
2024-03-23,01,Alabama,70.0
2024-03-16,01,Alabama,65.0
2024-03-09,01,Alabama,85.0
2024-03-02,01,Alabama,81.0
2024-02-24,01,Alabama,87.0
2024-11-16,01,Alabama,44.0
2024-02-17,01,Alabama,120.0
2024-02-03,01,Alabama,103.0
2024-01-27,01,Alabama,142.0
2024-01-20,01,Alabama,169.0
2024-01-13,01,Alabama,226.0
2024-01-06,01,Alabama,348.0
2023-12-30,01,Alabama,318.0
2023-12-23,01,Alabama,269.0
2023-12-16,01,Alabama,143.0
2023-12-09,01,Alabama,110.0
2023-12-02,01,Alabama,84.0
2023-11-25,01,Alabama,71.0
2024-02-10,01,Alabama,109.0
2023-11-18,01,Alabama,73.0
2024-11-23,01,Alabama,50.0
2024-12-07,01,Alabama,102.0
2025-05-24,01,Alabama,26.0
2025-05-17,01,Alabama,37.0
2025-05-10,01,Alabama,33.0
2025-05-03,01,Alabama,27.0
2025-04-26,01,Alabama,35.0
2025-04-19,01,Alabama,50.0
2025-04-12,01,Alabama,54.0
2025-04-05,01,Alabama,85.0
2025-03-29,01,Alabama,169.0
2025-03-22,01,Alabama,193.0
2025-03-15,01,Alabama,273.0
2024-11-30,01,Alabama,65.0
2025-03-08,01,Alabama,315.0
2025-02-22,01,Alabama,283.0
2025-02-15,01,Alabama,415.0
2025-02-08,01,Alabama,663.0
2025-02-01,01,Alabama,742.0
2025-01-25,01,Alabama,632.0
2025-01-18,01,Alabama,490.0
2025-01-11,01,Alabama,477.0
2025-01-04,01,Alabama,690.0
2024-12-28,01,Alabama,667.0
2024-12-21,01,Alabama,437.0
2024-12-14,01,Alabama,193.0
2025-03-01,01,Alabama,330.0
2023-11-11,01,Alabama,56.0
2023-11-04,01,Alabama,37.0
2023-10-28,01,Alabama,30.0
2023-04-01,01,Alabama,27.0
2023-03-25,01,Alabama,19.0
2023-03-18,01,Alabama,22.0
2023-03-11,01,Alabama,17.0
2023-03-04,01,Alabama,15.0
2023-02-25,01,Alabama,29.0
2023-02-18,01,Alabama,30.0
2023-02-11,01,Alabama,29.0
2023-02-04,01,Alabama,35.0
2023-01-28,01,Alabama,42.0
2023-01-21,01,Alabama,57.0
2023-04-08,01,Alabama,17.0
2023-01-14,01,Alabama,99.0
2022-12-31,01,Alabama,147.0
2022-12-24,01,Alabama,152.0
2022-12-17,01,Alabama,176.0
2022-12-10,01,Alabama,256.0
2022-12-03,01,Alabama,417.0
2022-11-26,01,Alabama,268.0
2022-11-19,01,Alabama,262.0
2022-11-12,01,Alabama,353.0
2022-11-05,01,Alabama,402.0
2022-10-29,01,Alabama,271.0
2022-10-22,01,Alabama,141.0
2023-01-07,01,Alabama,123.0
2023-04-15,01,Alabama,16.0
2023-04-22,01,Alabama,20.0
2023-04-29,01,Alabama,11.0
2023-10-21,01,Alabama,30.0
2023-10-14,01,Alabama,24.0
2023-10-07,01,Alabama,20.0
2023-09-30,01,Alabama,20.0
2023-09-23,01,Alabama,8.0
2023-09-16,01,Alabama,20.0
2023-09-09,01,Alabama,5.0
2023-09-02,01,Alabama,12.0
2023-08-26,01,Alabama,12.0
2023-08-19,01,Alabama,7.0
2023-08-12,01,Alabama,9.0
2023-08-05,01,Alabama,13.0
2023-07-29,01,Alabama,30.0
2023-07-22,01,Alabama,15.0
2023-07-15,01,Alabama,14.0
2023-07-08,01,Alabama,3.0
2023-07-01,01,Alabama,11.0
2023-06-24,01,Alabama,11.0
2023-06-17,01,Alabama,5.0
2023-06-10,01,Alabama,14.0
2023-06-03,01,Alabama,25.0
2023-05-27,01,Alabama,11.0
2023-05-20,01,Alabama,10.0
2023-05-13,01,Alabama,14.0
2023-05-06,01,Alabama,4.0
2020-08-15,01,Alabama,1.0
2020-08-08,01,Alabama,1.0
2020-08-08,02,Alaska,1.0
2025-05-17,02,Alaska,5.0
2022-02-26,02,Alaska,1.0
2022-02-19,02,Alaska,1.0
2022-02-12,02,Alaska,1.0
2022-02-05,02,Alaska,1.0
2022-01-29,02,Alaska,1.0
2022-01-22,02,Alaska,15.0
2022-01-15,02,Alaska,12.0
2022-01-08,02,Alaska,3.0
2022-01-01,02,Alaska,8.0
2021-12-25,02,Alaska,7.0
2021-12-18,02,Alaska,2.0
2022-03-05,02,Alaska,1.0
2021-12-11,02,Alaska,1.0
2021-11-27,02,Alaska,1.0
2021-11-20,02,Alaska,1.0
2021-11-13,02,Alaska,1.0
2021-11-06,02,Alaska,1.0
2021-10-30,02,Alaska,1.0
2021-10-23,02,Alaska,1.0
2021-10-16,02,Alaska,1.0
2021-10-09,02,Alaska,1.0
2021-10-02,02,Alaska,5.0
2021-09-25,02,Alaska,7.0
2021-09-18,02,Alaska,7.0
2021-12-04,02,Alaska,1.0
2021-09-11,02,Alaska,7.0
2022-03-12,02,Alaska,2.0
2022-03-26,02,Alaska,3.0
2022-09-10,02,Alaska,5.0
2022-09-03,02,Alaska,1.0
2022-08-27,02,Alaska,1.0
2022-08-20,02,Alaska,1.0
2022-08-13,02,Alaska,1.0
2022-08-06,02,Alaska,1.0
2022-07-30,02,Alaska,1.0
2022-07-23,02,Alaska,1.0
2022-07-16,02,Alaska,1.0
2022-07-09,02,Alaska,3.0
2022-07-02,02,Alaska,2.0
2022-03-19,02,Alaska,1.0
2022-06-25,02,Alaska,3.0
2022-06-11,02,Alaska,6.0
2022-06-04,02,Alaska,2.0
2022-05-28,02,Alaska,4.0
2022-05-21,02,Alaska,18.0
2022-05-14,02,Alaska,3.0
2022-05-07,02,Alaska,6.0
2022-04-30,02,Alaska,1.0
2022-04-23,02,Alaska,2.0
2022-04-16,02,Alaska,1.0
2022-04-09,02,Alaska,2.0
2022-04-02,02,Alaska,1.0
2022-06-18,02,Alaska,1.0
2021-09-04,02,Alaska,7.0
2021-08-28,02,Alaska,7.0
2021-08-21,02,Alaska,7.0
2021-01-23,02,Alaska,1.0
2021-01-16,02,Alaska,1.0
2021-01-09,02,Alaska,1.0
2021-01-02,02,Alaska,1.0
2020-12-26,02,Alaska,1.0
2020-12-19,02,Alaska,7.0
2020-12-12,02,Alaska,4.0
2020-12-05,02,Alaska,2.0
2020-11-28,02,Alaska,1.0
2020-11-21,02,Alaska,1.0
2020-11-14,02,Alaska,1.0
2021-01-30,02,Alaska,1.0
2020-11-07,02,Alaska,1.0
2020-10-24,02,Alaska,1.0
2020-10-17,02,Alaska,1.0
2020-10-10,02,Alaska,1.0
2020-10-03,02,Alaska,1.0
2020-09-26,02,Alaska,1.0
2020-09-19,02,Alaska,1.0
2020-09-12,02,Alaska,1.0
2020-09-05,02,Alaska,1.0
2020-08-29,02,Alaska,1.0
2020-08-22,02,Alaska,1.0
2025-05-24,02,Alaska,7.0
2020-10-31,02,Alaska,1.0
2021-02-06,02,Alaska,1.0
2021-02-13,02,Alaska,1.0
2021-02-20,02,Alaska,1.0
2021-08-14,02,Alaska,7.0
2021-08-07,02,Alaska,7.0
2021-07-31,02,Alaska,7.0
2021-07-24,02,Alaska,8.0
2021-07-17,02,Alaska,7.0
2021-07-10,02,Alaska,7.0
2021-07-03,02,Alaska,7.0
2021-06-26,02,Alaska,7.0
2021-06-19,02,Alaska,7.0
2021-06-12,02,Alaska,7.0
2021-06-05,02,Alaska,7.0
2021-05-29,02,Alaska,8.0
2021-05-22,02,Alaska,7.0
2021-05-15,02,Alaska,7.0
2021-05-08,02,Alaska,7.0
2021-05-01,02,Alaska,7.0
2021-04-24,02,Alaska,7.0
2021-04-17,02,Alaska,3.0
2021-04-10,02,Alaska,1.0
2021-04-03,02,Alaska,1.0
2021-03-27,02,Alaska,1.0
2021-03-20,02,Alaska,1.0
2021-03-13,02,Alaska,1.0
2021-03-06,02,Alaska,1.0
2021-02-27,02,Alaska,1.0
2022-09-17,02,Alaska,1.0
2022-09-24,02,Alaska,1.0
2020-08-15,02,Alaska,1.0
2022-10-08,02,Alaska,1.0
2024-04-20,02,Alaska,2.0
2024-04-13,02,Alaska,4.0
2024-04-06,02,Alaska,7.0
2024-03-30,02,Alaska,8.0
2024-03-23,02,Alaska,10.0
2024-03-16,02,Alaska,9.0
2024-03-09,02,Alaska,5.0
2024-03-02,02,Alaska,11.0
2024-02-24,02,Alaska,4.0
2024-02-17,02,Alaska,2.0
2024-02-10,02,Alaska,11.0
2024-11-02,02,Alaska,8.0
2024-02-03,02,Alaska,8.0
2024-01-20,02,Alaska,9.0
2024-01-13,02,Alaska,6.0
2024-01-06,02,Alaska,5.0
2023-12-30,02,Alaska,4.0
2023-12-23,02,Alaska,5.0
2023-12-16,02,Alaska,4.0
2023-12-09,02,Alaska,14.0
2023-12-02,02,Alaska,15.0
2023-11-25,02,Alaska,14.0
2023-11-18,02,Alaska,17.0
2023-11-11,02,Alaska,39.0
2024-01-27,02,Alaska,7.0
2023-11-04,02,Alaska,33.0
2024-11-09,02,Alaska,5.0
2024-11-23,02,Alaska,5.0
2022-10-01,02,Alaska,2.0
2025-05-03,02,Alaska,7.0
2025-04-26,02,Alaska,6.0
2025-04-19,02,Alaska,7.0
2025-04-12,02,Alaska,15.0
2025-04-05,02,Alaska,14.0
2025-03-29,02,Alaska,30.0
2025-03-22,02,Alaska,23.0
2025-03-15,02,Alaska,32.0
2025-03-08,02,Alaska,58.0
2025-03-01,02,Alaska,56.0
2024-11-16,02,Alaska,9.0
2025-02-22,02,Alaska,49.0
2025-02-08,02,Alaska,26.0
2025-02-01,02,Alaska,28.0
2025-01-25,02,Alaska,25.0
2025-01-18,02,Alaska,32.0
2025-01-11,02,Alaska,39.0
2025-01-04,02,Alaska,62.0
2024-12-28,02,Alaska,32.0
2024-12-21,02,Alaska,18.0
2024-12-14,02,Alaska,25.0
2024-12-07,02,Alaska,17.0
2024-11-30,02,Alaska,9.0
2025-02-15,02,Alaska,50.0
2023-10-28,02,Alaska,30.0
2025-05-10,02,Alaska,3.0
2023-10-14,02,Alaska,14.0
2023-03-25,02,Alaska,3.0
2023-03-18,02,Alaska,1.0
2023-03-11,02,Alaska,4.0
2023-03-04,02,Alaska,2.0
2023-02-25,02,Alaska,5.0
2023-02-18,02,Alaska,2.0
2023-02-11,02,Alaska,1.0
2023-02-04,02,Alaska,3.0
2023-01-28,02,Alaska,5.0
2023-01-21,02,Alaska,7.0
2023-10-21,02,Alaska,21.0
2023-04-01,02,Alaska,1.0
2023-01-07,02,Alaska,32.0
2022-12-24,02,Alaska,43.0
2022-12-17,02,Alaska,51.0
2022-12-10,02,Alaska,73.0
2022-12-03,02,Alaska,53.0
2022-11-26,02,Alaska,65.0
2022-11-19,02,Alaska,36.0
2022-11-12,02,Alaska,14.0
2022-11-05,02,Alaska,15.0
2022-10-29,02,Alaska,11.0
2022-10-22,02,Alaska,1.0
2022-10-15,02,Alaska,5.0
2022-12-31,02,Alaska,43.0
2023-04-08,02,Alaska,2.0
2023-01-14,02,Alaska,7.0
2023-04-22,02,Alaska,1.0
2023-04-15,02,Alaska,2.0
2023-10-07,02,Alaska,10.0
2023-09-30,02,Alaska,7.0
2023-09-23,02,Alaska,6.0
2023-09-16,02,Alaska,5.0
2023-09-09,02,Alaska,2.0
2023-09-02,02,Alaska,2.0
2023-08-19,02,Alaska,2.0
2023-08-12,02,Alaska,1.0
2023-08-05,02,Alaska,2.0
2023-07-29,02,Alaska,1.0
2023-07-22,02,Alaska,1.0
2023-08-26,02,Alaska,1.0
2023-07-08,02,Alaska,2.0
2023-07-15,02,Alaska,2.0
2023-05-06,02,Alaska,5.0
2023-05-13,02,Alaska,1.0
2023-05-20,02,Alaska,1.0
2023-05-27,02,Alaska,1.0
2023-04-29,02,Alaska,1.0
2023-06-10,02,Alaska,2.0
2023-06-17,02,Alaska,6.0
2023-06-24,02,Alaska,1.0
2023-07-01,02,Alaska,4.0
2023-06-03,02,Alaska,3.0
2021-12-18,04,Arizona,36.0
2022-02-19,04,Arizona,56.0
2022-02-12,04,Arizona,53.0
2022-02-05,04,Arizona,35.0
2022-01-29,04,Arizona,20.0
2022-01-22,04,Arizona,23.0
2022-01-15,04,Arizona,23.0
2022-01-08,04,Arizona,316.0
2022-01-01,04,Arizona,387.0
2021-12-25,04,Arizona,54.0
2021-12-11,04,Arizona,26.0
2021-09-11,04,Arizona,1.0
2021-11-27,04,Arizona,11.0
2021-11-20,04,Arizona,4.0
2021-11-13,04,Arizona,2.0
2021-11-06,04,Arizona,5.0
2021-10-30,04,Arizona,1.0
2021-10-23,04,Arizona,5.0
2021-10-16,04,Arizona,24.0
2021-10-09,04,Arizona,17.0
2021-10-02,04,Arizona,6.0
2021-09-25,04,Arizona,1.0
2021-09-18,04,Arizona,2.0
2021-12-04,04,Arizona,19.0
2022-02-26,04,Arizona,80.0
2022-09-03,04,Arizona,14.0
2022-03-12,04,Arizona,79.0
2020-08-15,04,Arizona,1.0
2022-08-27,04,Arizona,16.0
2022-08-20,04,Arizona,14.0
2022-08-13,04,Arizona,8.0
2022-08-06,04,Arizona,5.0
2022-07-30,04,Arizona,15.0
2022-07-23,04,Arizona,13.0
2022-07-16,04,Arizona,9.0
2022-07-09,04,Arizona,14.0
2022-07-02,04,Arizona,16.0
2022-06-25,04,Arizona,35.0
2022-06-18,04,Arizona,55.0
2022-06-11,04,Arizona,93.0
2022-06-04,04,Arizona,209.0
2022-05-28,04,Arizona,199.0
2022-05-21,04,Arizona,225.0
2022-05-14,04,Arizona,194.0
2022-05-07,04,Arizona,170.0
2022-04-30,04,Arizona,156.0
2022-04-23,04,Arizona,131.0
2022-04-16,04,Arizona,93.0
2022-04-09,04,Arizona,116.0
2022-04-02,04,Arizona,99.0
2022-03-26,04,Arizona,120.0
2022-03-19,04,Arizona,104.0
2022-03-05,04,Arizona,80.0
2021-09-04,04,Arizona,4.0
2021-02-27,04,Arizona,5.0
2021-08-21,04,Arizona,9.0
2021-01-23,04,Arizona,3.0
2021-01-16,04,Arizona,14.0
2021-01-09,04,Arizona,9.0
2021-01-02,04,Arizona,44.0
2020-12-26,04,Arizona,8.0
2020-12-19,04,Arizona,11.0
2020-12-12,04,Arizona,33.0
2020-12-05,04,Arizona,19.0
2020-11-28,04,Arizona,13.0
2020-11-21,04,Arizona,17.0
2020-11-14,04,Arizona,21.0
2021-01-30,04,Arizona,2.0
2020-11-07,04,Arizona,10.0
2020-10-24,04,Arizona,1.0
2020-10-17,04,Arizona,1.0
2020-10-10,04,Arizona,1.0
2020-10-03,04,Arizona,1.0
2020-09-26,04,Arizona,1.0
2020-09-19,04,Arizona,1.0
2020-09-12,04,Arizona,1.0
2020-09-05,04,Arizona,1.0
2020-08-29,04,Arizona,1.0
2020-08-22,04,Arizona,1.0
2022-09-10,04,Arizona,4.0
2020-10-31,04,Arizona,2.0
2021-08-28,04,Arizona,7.0
2021-02-06,04,Arizona,3.0
2021-02-20,04,Arizona,4.0
2021-08-14,04,Arizona,9.0
2021-08-07,04,Arizona,2.0
2021-07-31,04,Arizona,1.0
2021-07-24,04,Arizona,2.0
2021-07-17,04,Arizona,1.0
2021-07-10,04,Arizona,2.0
2021-07-03,04,Arizona,3.0
2021-06-26,04,Arizona,3.0
2021-06-19,04,Arizona,3.0
2021-06-12,04,Arizona,3.0
2021-06-05,04,Arizona,3.0
2021-02-13,04,Arizona,3.0
2021-05-29,04,Arizona,1.0
2021-05-15,04,Arizona,2.0
2021-05-08,04,Arizona,2.0
2021-05-01,04,Arizona,21.0
2021-04-24,04,Arizona,3.0
2021-04-17,04,Arizona,4.0
2021-04-10,04,Arizona,4.0
2021-04-03,04,Arizona,5.0
2021-03-27,04,Arizona,3.0
2021-03-20,04,Arizona,4.0
2021-03-13,04,Arizona,1.0
2021-03-06,04,Arizona,15.0
2021-05-22,04,Arizona,5.0
2022-09-17,04,Arizona,7.0
2023-10-07,04,Arizona,16.0
2022-10-01,04,Arizona,10.0
2024-04-20,04,Arizona,79.0
2024-04-13,04,Arizona,85.0
2024-04-06,04,Arizona,81.0
2024-03-30,04,Arizona,97.0
2024-03-23,04,Arizona,106.0
2024-03-16,04,Arizona,134.0
2024-03-09,04,Arizona,125.0
2024-03-02,04,Arizona,182.0
2024-02-24,04,Arizona,204.0
2024-02-17,04,Arizona,204.0
2024-02-10,04,Arizona,183.0
2024-11-02,04,Arizona,129.0
2024-02-03,04,Arizona,343.0
2024-01-20,04,Arizona,682.0
2024-01-13,04,Arizona,716.0
2024-01-06,04,Arizona,907.0
2023-12-30,04,Arizona,1106.0
2023-12-23,04,Arizona,946.0
2023-12-16,04,Arizona,602.0
2023-12-09,04,Arizona,388.0
2023-12-02,04,Arizona,276.0
2023-11-25,04,Arizona,209.0
2023-11-18,04,Arizona,187.0
2023-11-11,04,Arizona,132.0
2024-01-27,04,Arizona,616.0
2023-11-04,04,Arizona,51.0
2024-11-09,04,Arizona,262.0
2024-11-23,04,Arizona,475.0
2020-08-08,04,Arizona,1.0
2025-05-03,04,Arizona,71.0
2025-04-26,04,Arizona,74.0
2025-04-19,04,Arizona,83.0
2025-04-12,04,Arizona,70.0
2025-04-05,04,Arizona,100.0
2025-03-29,04,Arizona,222.0
2025-03-22,04,Arizona,307.0
2025-03-15,04,Arizona,359.0
2025-03-08,04,Arizona,468.0
2025-03-01,04,Arizona,621.0
2024-11-16,04,Arizona,329.0
2025-02-22,04,Arizona,620.0
2025-02-08,04,Arizona,785.0
2025-02-01,04,Arizona,807.0
2025-01-25,04,Arizona,960.0
2025-01-18,04,Arizona,1038.0
2025-01-11,04,Arizona,1419.0
2025-01-04,04,Arizona,2742.0
2024-12-28,04,Arizona,2241.0
2024-12-21,04,Arizona,1492.0
2024-12-14,04,Arizona,960.0
2024-12-07,04,Arizona,829.0
2024-11-30,04,Arizona,541.0
2025-02-15,04,Arizona,679.0
2022-09-24,04,Arizona,9.0
2023-10-28,04,Arizona,49.0
2023-10-14,04,Arizona,21.0
2023-03-18,04,Arizona,55.0
2023-03-11,04,Arizona,43.0
2023-03-04,04,Arizona,49.0
2023-02-25,04,Arizona,43.0
2023-02-18,04,Arizona,38.0
2023-02-11,04,Arizona,56.0
2023-02-04,04,Arizona,62.0
2023-01-28,04,Arizona,57.0
2023-01-21,04,Arizona,118.0
2023-01-14,04,Arizona,163.0
2023-01-07,04,Arizona,386.0
2023-03-25,04,Arizona,36.0
2022-12-31,04,Arizona,656.0
2022-12-17,04,Arizona,568.0
2022-12-10,04,Arizona,779.0
2022-12-03,04,Arizona,799.0
2022-11-26,04,Arizona,570.0
2022-11-19,04,Arizona,308.0
2022-11-12,04,Arizona,134.0
2022-11-05,04,Arizona,79.0
2022-10-29,04,Arizona,26.0
2022-10-22,04,Arizona,24.0
2022-10-15,04,Arizona,11.0
2022-10-08,04,Arizona,13.0
2022-12-24,04,Arizona,580.0
2023-10-21,04,Arizona,52.0
2023-04-01,04,Arizona,23.0
2023-04-15,04,Arizona,46.0
2023-09-30,04,Arizona,21.0
2023-09-23,04,Arizona,8.0
2023-09-16,04,Arizona,10.0
2023-09-09,04,Arizona,8.0
2023-09-02,04,Arizona,13.0
2023-08-26,04,Arizona,17.0
2023-08-19,04,Arizona,6.0
2023-08-12,04,Arizona,9.0
2023-08-05,04,Arizona,11.0
2023-07-29,04,Arizona,15.0
2023-07-22,04,Arizona,13.0
2023-04-08,04,Arizona,40.0
2023-07-15,04,Arizona,28.0
2023-07-01,04,Arizona,29.0
2023-06-24,04,Arizona,48.0
2023-06-17,04,Arizona,50.0
2023-06-10,04,Arizona,61.0
2023-06-03,04,Arizona,65.0
2023-05-27,04,Arizona,65.0
2023-05-20,04,Arizona,55.0
2023-05-13,04,Arizona,55.0
2023-05-06,04,Arizona,34.0
2023-04-29,04,Arizona,41.0
2023-04-22,04,Arizona,37.0
2023-07-08,04,Arizona,34.0
2025-05-24,04,Arizona,35.0
2025-05-17,04,Arizona,52.0
2025-05-10,04,Arizona,53.0
2023-04-15,05,Arkansas,17.0
2023-04-22,05,Arkansas,8.0
2023-04-29,05,Arkansas,11.0
2023-05-06,05,Arkansas,9.0
2023-05-13,05,Arkansas,12.0
2023-05-20,05,Arkansas,9.0
2023-05-27,05,Arkansas,14.0
2023-06-03,05,Arkansas,6.0
2023-06-10,05,Arkansas,1.0
2023-06-17,05,Arkansas,5.0
2023-06-24,05,Arkansas,12.0
2023-04-08,05,Arkansas,15.0
2023-07-01,05,Arkansas,6.0
2023-07-15,05,Arkansas,8.0
2023-07-22,05,Arkansas,6.0
2023-07-29,05,Arkansas,5.0
2023-08-05,05,Arkansas,11.0
2023-08-12,05,Arkansas,10.0
2023-08-19,05,Arkansas,7.0
2023-08-26,05,Arkansas,9.0
2023-09-02,05,Arkansas,6.0
2023-09-09,05,Arkansas,8.0
2023-09-16,05,Arkansas,7.0
2023-09-23,05,Arkansas,6.0
2023-07-08,05,Arkansas,4.0
2023-09-30,05,Arkansas,10.0
2025-05-24,05,Arkansas,4.0
2023-03-18,05,Arkansas,15.0
2022-10-01,05,Arkansas,10.0
2022-10-08,05,Arkansas,22.0
2022-10-15,05,Arkansas,37.0
2022-10-22,05,Arkansas,47.0
2022-10-29,05,Arkansas,77.0
2022-11-05,05,Arkansas,134.0
2022-11-12,05,Arkansas,203.0
2022-11-19,05,Arkansas,214.0
2022-11-26,05,Arkansas,407.0
2022-12-03,05,Arkansas,466.0
2022-12-10,05,Arkansas,346.0
2023-03-25,05,Arkansas,18.0
2022-12-17,05,Arkansas,251.0
2022-12-31,05,Arkansas,204.0
2023-01-07,05,Arkansas,158.0
2023-01-14,05,Arkansas,105.0
2023-01-21,05,Arkansas,65.0
2023-01-28,05,Arkansas,44.0
2023-02-04,05,Arkansas,20.0
2023-02-11,05,Arkansas,33.0
2023-02-18,05,Arkansas,25.0
2023-02-25,05,Arkansas,30.0
2023-03-04,05,Arkansas,33.0
2023-03-11,05,Arkansas,23.0
2022-12-24,05,Arkansas,201.0
2023-04-01,05,Arkansas,27.0
2023-10-07,05,Arkansas,17.0
2023-10-21,05,Arkansas,18.0
2024-11-16,05,Arkansas,13.0
2024-11-23,05,Arkansas,8.0
2024-11-30,05,Arkansas,11.0
2024-12-07,05,Arkansas,32.0
2024-12-14,05,Arkansas,42.0
2024-12-21,05,Arkansas,59.0
2024-12-28,05,Arkansas,127.0
2025-01-04,05,Arkansas,212.0
2025-01-11,05,Arkansas,158.0
2025-01-18,05,Arkansas,223.0
2025-01-25,05,Arkansas,388.0
2024-11-09,05,Arkansas,11.0
2025-02-01,05,Arkansas,513.0
2025-02-15,05,Arkansas,514.0
2025-02-22,05,Arkansas,354.0
2025-03-01,05,Arkansas,350.0
2025-03-08,05,Arkansas,325.0
2025-03-15,05,Arkansas,229.0
2025-03-22,05,Arkansas,164.0
2025-03-29,05,Arkansas,111.0
2025-04-05,05,Arkansas,71.0
2025-04-12,05,Arkansas,32.0
2025-04-19,05,Arkansas,29.0
2025-04-26,05,Arkansas,24.0
2025-02-08,05,Arkansas,745.0
2023-10-14,05,Arkansas,15.0
2024-11-02,05,Arkansas,6.0
2024-04-13,05,Arkansas,47.0
2023-10-28,05,Arkansas,13.0
2023-11-04,05,Arkansas,18.0
2023-11-11,05,Arkansas,24.0
2023-11-18,05,Arkansas,17.0
2023-11-25,05,Arkansas,57.0
2023-12-02,05,Arkansas,24.0
2023-12-09,05,Arkansas,41.0
2023-12-16,05,Arkansas,53.0
2023-12-23,05,Arkansas,96.0
2023-12-30,05,Arkansas,187.0
2024-01-06,05,Arkansas,234.0
2024-04-20,05,Arkansas,30.0
2024-01-13,05,Arkansas,223.0
2024-01-27,05,Arkansas,275.0
2024-02-03,05,Arkansas,245.0
